grch37Isoform	grch37RefSeq	grch38Isoform	grch38RefSeq	entrezGeneId	hugoSymbol	oncogene	highestSensitiveLevel	highestResistanceLevel	summary	tsg	highestResistancLevel
ENST00000436639	NM_014454.2	ENST00000436639	NM_014454.2	27244	SESN1	FALSE			SESN1, a regulator of mTORC1, is mutated at low frequencies in various cancers.	TRUE	
ENST00000253063	NM_031459.4	ENST00000253063	NM_031459.4	83667	SESN2	FALSE			SESN2, a regulator of mTORC1, is mutated at low frequencies in various cancer.	TRUE	
ENST00000536441	NM_144665.3	ENST00000536441	NM_144665.3	143686	SESN3	FALSE			SESN3, a regulator of mTORC1, is mutated at low frequencies in various cancers.	TRUE	
ENST00000282030	NM_015559.2	ENST00000649279	NM_015559.2	26040	SETBP1	TRUE			SETBP1, an epigenetic remodeling protein, is frequently altered by mutation in a range of hematopoietic malignancies.	FALSE	
ENST00000262519	NM_014712.2	ENST00000262519	NM_014712.2	9739	SETD1A	TRUE			SETD1A, a histone methyltransferase that binds actively transcribed genes, is infrequently altered across a diverse range of cancers.	FALSE	
ENST00000604567	XM_005253858.3	ENST00000604567	XM_005253858.3	23067	SETD1B	FALSE			SETD1B, a histone methyltransferase protein, is recurrently mutated in a variety of human cancers.	FALSE	
ENST00000409792	NM_014159.6	ENST00000409792	NM_014159.6	29072	SETD2	FALSE			SETD2 encodes a tumor suppressor and H3K36 trimethylase. Mutations in this gene have been identified in a variety of cancer types.	TRUE	
ENST00000331768	NM_032233.2	ENST00000331768	NM_032233.2	84193	SETD3	FALSE			SETD3, a histone methyltransferase, is infrequently altered by fusion or mutation in a variety of human cancers.	FALSE	
ENST00000332131	NM_017438.4	ENST00000332131	NM_017438.4	54093	SETD4	FALSE			SETD4, a histone methyltransferase, is infrequently altered by mutation in a variety of human cancers.	FALSE	
ENST00000402198	NM_001080517.2	ENST00000402198	NM_001080517.2	55209	SETD5	FALSE			SETD5, a histone methyltransferase, is infrequently altered by mutation in a variety of human cancers.	FALSE	
ENST00000219315	NM_001160305.1	ENST00000219315	NM_001160305.1	79918	SETD6	FALSE			SETD6, a histone methyltransferase, is infrequently altered by mutation in a variety of human cancers.	FALSE	
ENST00000274031	NM_001306199.1	ENST00000274031	NM_001306199.1	80854	SETD7	FALSE			SETD7, a histone methyltransferase, is infrequently mutated in a variety of human cancers.	FALSE	
ENST00000271640	NM_001145415.1	ENST00000271640	NM_001145415.1	9869	SETDB1	TRUE			SETDB1, a histone methyltransferase, is altered by amplification, mutation, and fusion in melanoma, lung cancer, and mesothelioma.	TRUE	
ENST00000354234	NM_031915.2	ENST00000317257	NM_031915.2	83852	SETDB2	FALSE			SETDB2, a histone methyltransferase, is altered by deletion in breast cancers.	TRUE	
ENST00000335508	NM_012433.2	ENST00000335508	NM_012433.2	23451	SF3B1	TRUE	4		SF3B1, a component of the spliceosome complex, is frequently mutated in hematologic malignancies.	FALSE	
ENST00000220772	NM_003012.4	ENST00000220772	NM_003012.4	6422	SFRP1	FALSE			SFRP1, a negative regulator of WNT signaling, is infrequently altered by mutation and deletion in various cancer types.	TRUE	
ENST00000274063	NM_003013.2	ENST00000274063	NM_003013.2	6423	SFRP2	TRUE			SFRP2, a negative regulator of WNT signaling, is overexpressed in various cancer types.	TRUE	
ENST00000237305	NM_005627.3	ENST00000237305	NM_005627.3	6446	SGK1	TRUE			SGK1, a serine/threonine kinase in the PI3K signaling pathways, is altered by mutation in hematologic malignancies.	FALSE	
ENST00000341259	NM_005475.2	ENST00000341259	NM_005475.2	10019	SH2B3	FALSE			SH2B3 is an adaptor protein that regulates growth factor and cytokine signaling. Mutations are found in hematopoietic disorders including leukemias and myeloid disease.	TRUE	
ENST00000371139	NM_002351.4	ENST00000371139	NM_002351.4	4068	SH2D1A	FALSE			SH2D1A encodes a SH2 domain protein that acts to modulate signaling in lymphocytes through the SLAM receptor. Mutations are associated with X-linked immune dysfunction and lymphoproliferative diseases.	TRUE	
ENST00000369452	NM_007373.3	ENST00000369452	NM_007373.3	8036	SHOC2	TRUE			SHOC2, a positive regulator of Ras-MAPK activity, is rarely altered in human cancers, but germline mutations are found in patients with Noonan-like syndromes.	FALSE	
ENST00000325599	NM_018130.2	ENST00000325599	NM_018130.2	55164	SHQ1	FALSE			SHQ1 is a nucleocytoplasmic shuttle protein with function in rRNA processing pathways. Loss of SHQ1 is frequently observed in prostate cancer.	TRUE	
ENST00000308377	NM_001104587.1	ENST00000308377	NM_001104587.1	91607	SLFN11	FALSE			SLFN11, an interferon-regulated DNA damage protein, is epigenetically silenced in a variety of cancer types resulting in resistance to genotoxic therapies.	TRUE	
ENST00000294008	NM_032444.2	ENST00000294008	NM_032444.2	84464	SLX4	FALSE			SLX4, a protein involved in DNA damage repair, is mutated in the germline of the FANCP subtype of Fanconi anemia patients.	TRUE	
ENST00000262160	NM_001003652.3	ENST00000262160	NM_001003652.3	4087	SMAD2	FALSE			SMAD2 encodes a tumor suppressor and transcription factor that is a downstream effector in the TGF-ß signal transduction pathway. SMAD2 is infrequently mutated in a diverse range of cancers.	TRUE	
ENST00000327367	NM_005902.3	ENST00000327367	NM_005902.3	4088	SMAD3	FALSE			SMAD3 encodes a tumor suppressor and transcription factor that is a downstream effector in the TGF-ß signal transduction pathway. SMAD3 is infrequently mutated in a diverse range of cancers.	TRUE	
ENST00000342988	NM_005359.5	ENST00000342988	NM_005359.5	4089	SMAD4	FALSE			SMAD4 encodes a tumor suppressor and transcription factor that is a downstream effector in the TGF-ß signal transduction pathway. SMAD4 is frequently mutated in pancreatic and colorectal cancer and infrequently mutated in various other cancers.	TRUE	
ENST00000349721	NM_001289396.1	ENST00000349721	NM_001289396.1	6595	SMARCA2	FALSE			SMARCA2, a tumor suppressor involved in chromatin remodeling, is infrequently altered by mutation in various cancer types. Germline mutations of SMARCA2 are associated with Nicolaides-Barraitser syndrome.	TRUE	
ENST00000358026	NM_001128849	ENST00000450717		6597	SMARCA4	FALSE			SMARCA4, a tumor suppressor involved in chromatin remodeling, is recurrently altered in small cell carcinoma of the ovaries, hypercalcemic type (SCCOHT).	TRUE	
ENST00000263121	NM_003073.3	ENST00000618915	NM_003073.3	6598	SMARCB1	FALSE	1		SMARCB1, a protein involved in chromatin remodeling, is inactivated by mutation or deletion in various cancer types including soft tissue sarcomas and CNS cancers.	TRUE	
ENST00000394963	NM_003076.4	ENST00000394963	NM_003076.4	6602	SMARCD1	FALSE			SMARCD1 (also known as BAF60A), is a member of the SWI/SNF family, and acts in recruiting transcription factors and nuclear receptors to the SWI/SNF chromatin remodeling complex. The SMARCD1 gene has been found mutated in breast cancer and the SMARCD1 protein is derepressed in gastric and prostate cancer.	FALSE	
ENST00000348513	NM_003079.4	ENST00000348513	NM_003079.4	6605	SMARCE1	TRUE			SMARCE1, an adaptor protein involved in chromatin remodeling, is infrequently altered by mutation and amplification in various cancer types. Germline mutations of SMARCE1 are associated with spinal meningiomas and Coffin-Siris syndrome.	TRUE	
ENST00000322213	NM_006306.3	ENST00000322213	NM_006306.3	8243	SMC1A	FALSE			SMC1A, an ATPase that functions as a subunit of the cohesin complex, is recurrently mutated in Cornelia de Lange syndromes, hematologic malignancies, and solid tumors.	TRUE	
ENST00000361804	NM_005445.3	ENST00000361804	NM_005445.3	9126	SMC3	FALSE			SMC3, an ATPase that functions as a subunit of the cohesin complex, is recurrently mutated in Cornelia de Lange syndromes, hematologic malignancies, and solid tumors.	TRUE	
ENST00000446231	NM_015092.4	ENST00000446231	NM_015092.4	23049	SMG1	FALSE			SMG1, a serine/threonine kinase involved in nonsense-mediated decay, is infrequently altered across a diverse range of cancers.	TRUE	
ENST00000249373	NM_005631.4	ENST00000249373	NM_005631.4	6608	SMO	TRUE			SMO, a G-protein coupled receptor, is mutated in various cancers including basal cell carcinoma and medulloblastoma.	FALSE	
ENST00000388985	NM_001167740.1	ENST00000490107	NM_001167740.1	64754	SMYD3	TRUE			SMYD3, a histone methyltransferase and transcriptional activator, is amplified in a subset of breast and other cancers.	FALSE	
ENST00000332029	NM_003745.1	ENST00000332029	NM_003745.1	8651	SOCS1	FALSE			SOCS1, a negative regulator of cytokine signaling, is altered in various hematologic malignancies, most frequently in diffuse large B-cell lymphoma.	TRUE	
ENST00000330871	NM_003955.4	ENST00000330871	NM_003955.4	9021	SOCS3	FALSE			SOCS3, a negative regulator of cytokine signaling, is infrequently mutated in various cancer types.	TRUE	
ENST00000402219	NM_005633.3	ENST00000402219	NM_005633.3	6654	SOS1	TRUE			SOS1, a RAS activator, is altered at low frequencies in various cancers.	FALSE	
ENST00000297316	NM_022454.3	ENST00000297316	NM_022454.3	64321	SOX17	FALSE			SOX17 encodes a transcription factor involved in embryonic development and cell fate. Methylation and downregulation of SOX17 are found in colon, liver, lung and breast cancers.	TRUE	
ENST00000325404	NM_003106.3	ENST00000325404	NM_003106.3	6657	SOX2	TRUE			SOX2 encodes a transcription factor involved in embryonic development and cell fate. Amplifications of SOX2 are found in glioblastomas, small cell lung cancers and squamous cell carcinomas.	FALSE	
ENST00000245479	NM_000346.3	ENST00000245479	NM_000346.3	6662	SOX9	TRUE			SOX9 encodes a putative tumor suppressor and transcription factor involved in organ and skeletal development. This gene is frequently mutated in colorectal cancer.	TRUE	
ENST00000392045	NM_007237.4	ENST00000392045	NM_007237.4	11262	SP140	FALSE			SP140, a protein that associates with nuclear bodies, is altered by mutation in hematologic malignancies.	TRUE	
ENST00000375759	NM_015001.2	ENST00000375759	NM_015001.2	23013	SPEN	FALSE			SPEN encodes a tumor suppressor that regulates transcription of ERα-target genes and has been associated with tumor growth inhibition. Somatic mutations and loss of heterozygosity of SPEN have been found in breast cancer.	TRUE	
ENST00000347630	NM_001007228.1	ENST00000347630	NM_001007228.1	8405	SPOP	FALSE			SPOP encodes an adaptor protein involved in targeting proteins for degradation. SPOP mutations are predominantly found in prostate and endometrial cancers; however, the full functional consequence of these mutations remains under investigation.	TRUE	
ENST00000299084	NM_152594.2	ENST00000299084	NM_152594.2	161742	SPRED1	FALSE			SPRED1, a negative regulator of the MAP-kinase pathway, is mutated at low frequencies in various cancers.	TRUE	
ENST00000295050	NM_032018.6	ENST00000295050	NM_032018.6	83932	SPRTN	FALSE			SPRTN, a metalloprotease that functions as a DNA repair protein, is recurrently altered by mutation in early-onset hepatocellular carcinoma.	TRUE	
ENST00000358208	NM_198291.2	ENST00000358208	NM_198291.2	6714	SRC	TRUE			SRC encodes a tyrosine kinase involved in cell cycle control, cytokinesis, cell survival/proliferation and migration/motility. Amplification of SRC is found in colorectal, breast, brain and pancreas cancers, among others.	FALSE	
ENST00000359995	NM_003016.4	ENST00000359995	NM_003016.4	6427	SRSF2	FALSE	4		SRSF2, an RNA splicing factor, is frequently mutated in hematological malignancies.	FALSE	
ENST00000415083	NM_001007559.2	ENST00000415083	NM_001007559.2	6760	SS18	TRUE			SS18, a transcription factor, is frequently altered by chromosomal rearrangement in synovial sarcoma.	FALSE	
ENST00000383202	NM_005862.2	ENST00000383202	NM_005862.2	10274	STAG1	FALSE			STAG1, a subunit of the cohesin complex, is altered by mutation in acute myeloid leukemia.	TRUE	
ENST00000218089	NM_001042749.1	ENST00000218089	NM_001042749.1	10735	STAG2	FALSE			STAG2, a component of the cohesin complex, is recurrently altered by mutation in various cancer types,	TRUE	
ENST00000361099	NM_007315.3	ENST00000361099	NM_007315.3	6772	STAT1	FALSE			STAT1, a transcription factor, is altered by mutation in immunodeficiency disorders.	FALSE	
ENST00000314128	NM_005419.3	ENST00000314128	NM_005419.3	6773	STAT2	FALSE			STAT2, a transcription factor, is altered by mutation in immunodeficiency disorders.	FALSE	
ENST00000264657	NM_139276.2	ENST00000264657	NM_139276.2	6774	STAT3	TRUE			STAT3, a transcription factor, is altered by mutation or amplification in various solid and hematologic malignancies.	FALSE	
ENST00000345506	NM_003152.3	ENST00000345506	NM_003152.3	6776	STAT5A	TRUE			STAT5A encodes a transcription factor involved in the JAK signaling cascade. Mutations of STAT5A are found in prostate and breast cancers and leukemias, among others.	FALSE	
ENST00000293328	NM_012448.3	ENST00000293328	NM_012448.3	6777	STAT5B	TRUE			STAT5B, a transcription factor, is altered in various solid and hematologic malignancies.	FALSE	
ENST00000300134	NM_001178078.1	ENST00000300134	NM_001178078.1	6778	STAT6	TRUE			STAT6, a transcription factor involved with immune regulation, is recurrently altered by mutation and amplification in lymphomas and solid tumors. STAT6 fusions are found in all patients with solitary fibrous tumor and meningeal haemangiopericytoma.	FALSE	
ENST00000326873	NM_000455.4	ENST00000326873	NM_000455.4	6794	STK11	FALSE			STK11, a tumor suppressor and intracellular kinase, is frequently mutated in lung cancer.	TRUE	
ENST00000375331	NM_004197.1	ENST00000375331	NM_004197.1	8859	STK19	TRUE			STK19, a serine/threonine kinase, is mutated in a subset of skin cancers.	FALSE	
ENST00000373129	NM_032017.1	ENST00000373129	NM_032017.1	83931	STK40	FALSE			STK40 encodes a serine/threonine kinase involved in regulation of NF-κB- and p53-mediated transcription. Altered expression of STK40 is found in ovarian and esophageal cancers, among others.	FALSE	
ENST00000369902	NM_016169.3	ENST00000369902	NM_016169.3	51684	SUFU	FALSE			SUFU encodes the protein suppressor of fused, which is a negative regulator of hedgehog signaling. Truncating mutations in SUFU are strongly associated with pediatric medulloblastoma.	TRUE	
ENST00000322652	NM_015355.2	ENST00000322652	NM_015355.2	23512	SUZ12	FALSE			SUZ12, a component of the polycomb group of transcriptional repressors, is altered in hematologic diseases and sarcomas.	TRUE	
ENST00000375746	NM_003177.5	ENST00000375746	NM_003177.5	6850	SYK	TRUE			SYK encodes a tyrosine kinase involved in signal transduction. Upregulation of SYK is found in lymphomas, leukemias and select epithelial tumors.	FALSE	
ENST00000294339	NM_001287347.2	ENST00000294339	NM_001287347.2	6886	TAL1	TRUE			TAL1, a transcription factor, is recurrently altered by chromosomal rearrangement in T-lymphoblastic leukemias.	FALSE	
ENST00000354258	NM_000593.5	ENST00000354258	NM_000593.5	6890	TAP1	FALSE			TAP1, a transport protein, is altered by amplification in various cancers.	FALSE	
ENST00000374899	NM_018833.2	ENST00000383119	NM_018833.2	6891	TAP2	FALSE			TAP2, a transport protein, is altered by amplification in various cancers.	FALSE	
ENST00000430069	NM_024665.4	ENST00000430069	NM_024665.4	79718	TBL1XR1	FALSE			TBL1XR1, a transcriptional repressor that binds the NCoR/SMRT protein complex, is recurrently altered by mutation and fusion in hematologic malignancies.	TRUE	
ENST00000257566	NM_016569.3	ENST00000257566	NM_016569.3	6926	TBX3	FALSE			TBX3, a transcription factor, is altered in various cancers including breast cancer.	TRUE	
ENST00000344749	NM_001136139.2	ENST00000588136	NM_001136139.2	6929	TCF3	FALSE			TCF3, a transcription factor involved in lymphopoiesis, is altered by mutation or deletion in various cancer types.	TRUE	
ENST00000543371	NM_001146274.1	ENST00000627217	NM_001146274.1	6934	TCF7L2	FALSE			TCF7L2, a tumor suppressor and transcription factor, is altered by mutation or deletion in various cancer types, most frequently in colorectal cancer.	TRUE	
ENST00000402399	NM_001098725.1	ENST00000402399	NM_001098725.1	8115	TCL1A	TRUE			TCL1A, a co-activator of the AKT signaling pathway, is frequently altered by chromosomal rearrangement in hematologic malignancies.	FALSE	
ENST00000340722	NM_004918.3	ENST00000340722	NM_004918.3	9623	TCL1B	TRUE			TCL1B, a co-activator of the AKT signaling pathway, is commonly altered by chromosomal rearrangement in hematologic malignancies.	FALSE	
ENST00000380036	NM_000459.3	ENST00000380036	NM_000459.3	7010	TEK	FALSE			TEK, a receptor tyrosine kinase involved in angiogenesis, is rarely mutated in cancers.	FALSE	
ENST00000369448	NM_017709.3	ENST00000369448	NM_017709.3	54855	TENT5C	FALSE			TENT5C, a non-canonical poly(A) polymerase, is most frequently altered by mutation and deletion in multiple myelomas.	TRUE	
ENST00000310581	NM_198253.2	ENST00000310581	NM_198253.2	7015	TERT	TRUE			TERT is an enzyme that functions to maintain telomere length and genomic stability. The TERT promoter is frequently mutated in various cancer types.	FALSE	
ENST00000373644	NM_030625.2	ENST00000373644	NM_030625.2	80312	TET1	FALSE			TET1 encodes a tumor suppressor and DNA demethylase involved in the epigenetic regulation of gene expression. TET1 is infrequently mutated in solid tumors.	TRUE	
ENST00000380013	NM_001127208.2	ENST00000380013	NM_001127208.2	54790	TET2	FALSE			TET2, a tumor suppressor and DNA demethylase, is frequently mutated in hematologic malignancies.	TRUE	
ENST00000409262	NM_144993	ENST00000409262	NM_144993	200424	TET3	FALSE			TET3, an epigenetic enzyme that catalyzes cytosine oxidation, is altered by mutation in hematopoietic malignancies.	TRUE	
ENST00000315869	NM_006521.5	ENST00000315869	NM_006521.5	7030	TFE3	TRUE			TFE3, a transcription factor involved in nutrient sensing and lysosomal biogenesis, is recurrently altered by fusion in renal cell carcinomas and alveolar soft part sarcomas.	FALSE	
ENST00000374994	NM_004612.2	ENST00000374994	NM_004612.2	7046	TGFBR1	FALSE			TGFBR1 encodes a receptor kinase that signals to downstream effectors in the TGFß signaling pathway. TGFBR1 is infrequently mutated in cancer; however, germline mutations in this gene are associated with Marfans syndrome and Loeys-Dietz syndrome.	TRUE	
ENST00000295754	NM_003242	ENST00000295754	NM_003242	7048	TGFBR2	FALSE			TGFBR2 encodes a receptor kinase that signals to downstream effectors in the TGFß signaling pathway. TGFBR2 is infrequently mutated in cancer; however, germline mutations in this gene are associated with Marfan syndrome and Loeys-Dietz syndrome.	TRUE	
ENST00000376499	NM_001303103.1	ENST00000376499	NM_001303103.1	7088	TLE1	FALSE			TLE1, a transcriptional repressor, is altered by overexpression and deletion in various cancer types.	FALSE	
ENST00000262953	NM_003260.4	ENST00000262953	NM_003260.4	7089	TLE2	FALSE			TLE2, a transcriptional repressor, is altered by overexpression in various cancer types.	FALSE	
ENST00000558939	NM_005078.3	ENST00000558939	NM_005078.3	7090	TLE3	FALSE			TLE3, a transcriptional repressor, is altered by mutation in various cancer types.	FALSE	
ENST00000376552	NM_007005.4	ENST00000376552	NM_007005.4	7091	TLE4	FALSE			TLE4, a transcriptional repressor, is altered by mutation and deletion in various cancer types.	FALSE	
ENST00000370196	NM_005521.3	ENST00000370196	NM_005521.3	3195	TLX1	TRUE			TLX1, a transcription factor, is recurrently altered by chromosomal rearrangement in T-cell acute lymphoblastic leukemia.	FALSE	
ENST00000296921	NM_021025.2	ENST00000296921	NM_021025.2	30012	TLX3	TRUE			TLX3, a transcription factor involved in neuronal differentiation, is recurrently altered by chromosomal rearrangement in T-cell acute lymphoblastic leukemia.	FALSE	
ENST00000258439	NM_001193304.2	ENST00000258439	NM_001193304.2	55654	TMEM127	FALSE			TMEM127 is a transmembrane protein and tumor suppressor identified in pheochromocytoma and paraganglial tumors, in which hereditary variants are found.	TRUE	
ENST00000398585	NM_001135099.1	ENST00000398585	NM_001135099.1	7113	TMPRSS2	FALSE			TMPRSS2, a transmembrane serine protease, is recurrently altered by chromosomal rearrangements in prostate cancer.	FALSE	
ENST00000237289	NM_006290.3	ENST00000237289	NM_006290.3	7128	TNFAIP3	FALSE			TNFAIP3 encodes an enzyme involved in regulation of the NF-κB pathway. Mutations of TNFAIP3 are found in lymphomas and leukemias.	TRUE	
ENST00000355716	NM_003820.2	ENST00000355716	NM_003820.2	8764	TNFRSF14	FALSE			TNFRSF14, a cell surface receptor in the tumor necrosis factor family, is recurrently altered by mutation and deletion in hematologic malignancies.	TRUE	
ENST00000361337	NM_003286.2	ENST00000361337	NM_003286.2	7150	TOP1	FALSE			TOP1 encodes a DNA topoisomerase that is involved in DNA replication and transcription. Copy number alterations and altered expression of TOP1 are found in various cancers.	TRUE	
ENST00000269305	NM_000546.5	ENST00000269305	NM_000546.5	7157	TP53	FALSE			TP53, a tumor suppressor in the DNA damage pathway, is the most frequently mutated gene in cancer.	TRUE	
ENST00000382044	NM_001141980.1	ENST00000382044	NM_001141980.1	7158	TP53BP1	FALSE			TP53BP1, a tumor suppressor and DNA repair protein, is altered by mutation or deletion in various cancer types, most frequently in skin cancers.	TRUE	
ENST00000264731	NM_003722.4	ENST00000264731	NM_003722.4	8626	TP63	TRUE			TP63, a transcription factor, is recurrently altered by chromosomal rearrangement in hematologic malignancies.	TRUE	
				6955	TRA	TRUE			TRA, the α-chain of the T-cell receptor, is recurrently altered by chromosomal rearrangement in T-cell acute lymphoblastic leukemia.	FALSE	
ENST00000247668	NM_021138.3	ENST00000247668	NM_021138.3	7186	TRAF2	FALSE			TRAF2 is a protein that mediates signaling from members of the TNF receptor family and regulates downstream NFkB pathway activation. Mutations are found in meyloma, lymphomas, and more rarely in epithelial cancers.	FALSE	
ENST00000392745	NM_003300.3	ENST00000392745	NM_003300.3	7187	TRAF3	FALSE			TRAF3, a signaling molecule and E3 ligase, is recurrently mutated and deleted in B cell lymphoma and multiple myeloma.	TRUE	
ENST00000261464	NM_001033910.2	ENST00000261464	NM_001033910.2	7188	TRAF5	FALSE			TRAF5, a signaling adaptor molecule, is infrequently altered by mutation in lymphomas.	TRUE	
ENST00000326181	NM_032271.2	ENST00000326181	NM_032271.2	84231	TRAF7	FALSE			TRAF7, an E3 ubiquitin ligase, is frequently altered in meningiomas.	FALSE	
				6957	TRB	TRUE			TRB, the β-chain of the T-cell receptor, is recurrently altered by chromosomal rearrangement in patients with T-cell acute lymphoblastic leukemia.	FALSE	
				6964	TRD	TRUE			TRD, the δ-chain of the T-cell receptor, is recurrently altered by chromosomal rearrangement in B- and T-cell acute lymphoblastic leukemia.	FALSE	
				6965	TRG	TRUE			TRG, the γ-chain of the T-cell receptor, is recurrently altered by chromosomal rearrangement in B- and T-cell acute lymphoblastic leukemia.	FALSE	
ENST00000166345	NM_004237.3	ENST00000166345	NM_004237.3	9319	TRIP13	TRUE			TRIP13, an ATP hydrolase involved in meiosis and spindle checkpoint assembly, is recurrently altered by mutation in Wilms tumor and overexpression in a variety of cancer types.	TRUE	
ENST00000298552	NM_000368.4	ENST00000298552	NM_000368.4	7248	TSC1	FALSE	1		TSC1, a tumor suppressor in the mTOR signaling pathway, is inactivated by mutation or deletion in a diverse range of cancers. Germline and somatic TSC1 mutation are a feature of the disease Tuberous sclerosis complex (TSC).	TRUE	
ENST00000219476	NM_000548.3	ENST00000219476	NM_000548.3	7249	TSC2	FALSE	1		TSC2, a tumor suppressor in the mTOR signaling pathway, is inactivated by mutation or deletion in a diverse range of cancers. Germline and somatic TSC2 mutations are a feature of the disease Tuberous sclerosis complex (TSC).	TRUE	
ENST00000298171	NM_000369.2	ENST00000541158	NM_000369.2	7253	TSHR	TRUE			TSHR (thyroid stimulating hormone receptor) is mutated in various cancers, including skin cancer.	FALSE	
ENST00000264818	NM_003331.4	ENST00000264818	NM_003331.4	7297	TYK2	TRUE			TYK2, a non-receptor kinase, is infrequently altered by mutation and rearrangement in hematopoietic malignancies.	FALSE	
ENST00000291552	NM_006758.2	ENST00000291552	NM_006758.2	7307	U2AF1	TRUE	4		U2AF1, a splicing factor, is recurrently mutated in hematologic malignancies.	FALSE	
ENST00000308924	NM_007279.2	ENST00000308924	NM_007279.2	11338	U2AF2	FALSE			U2AF2, an mRNA splicing protein, is altered by mutation in hematopoietic cancers.	FALSE	
ENST00000520539	NM_015902.5	ENST00000520539	NM_015902.5	51366	UBR5	TRUE			UBR5, an E3 ubiquitin ligase, is recurrently altered by mutation in mantle cell lymphomas.	FALSE	
ENST00000262803	NM_002911.3	ENST00000262803	NM_002911.3	5976	UPF1	FALSE			UPF1, involved in mRNA surveillance, is rarely mutated in cancers.	FALSE	
ENST00000307179	NM_001128610.2	ENST00000307179	NM_001128610.2	9101	USP8	TRUE			USP8, a ubiquitin hydrolase involved in protein stabilization, is altered by mutation in Cushing's disease and by overexpression in various cancer types.	FALSE	
ENST00000602142	NM_005428.3	ENST00000602142	NM_005428.3	7409	VAV1	TRUE			VAV1, a guanine nucleotide exchange factor involved in hematopoiesis, is recurrently altered by mutation and rearrangement in hematologic malignancies and solid tumors.	FALSE	
ENST00000371850	NM_001134398.1	ENST00000371850	NM_001134398.1	7410	VAV2	TRUE			VAV2, a guanine nucleotide exchange factor involved in hematopoiesis, is infrequently altered in a range of cancer types.	FALSE	
ENST00000523873	NM_001171623.1	ENST00000523873	NM_001171623.1	7422	VEGFA	TRUE			VEGFA encodes a homodimeric glycoprotein that can be an essential component of tumor initiation and the primary stimulus for angiogenesis. VEGFA is commonly over-expressed in many solid tumors.	FALSE	
ENST00000256474	NM_000551.3	ENST00000256474	NM_000551.3	7428	VHL	FALSE			VHL is a tumor suppressor involved in protein degradation. Germline mutations of VHL are associated with Von Hippel-Lindau syndrome and predispose to renal cell carcinoma.	TRUE	
ENST00000369458	NM_024626.3	ENST00000369458	NM_024626.3	79679	VTCN1	FALSE			VTCN1 encodes B7-H4, a T-cell regulator of the immunoglobulin superfamily. B7-H4 is highly expressed in various human tumors	FALSE	
ENST00000382891	NM_001042424.2	ENST00000382891	NM_001042424.2	7468	WHSC1	TRUE			WHSC1, a histone methyltransferase, is mutated in blood cancers.	FALSE	
ENST00000286574	NM_007191.4	ENST00000286574	NM_007191.4	11197	WIF1	FALSE			WIF1, a negative regulator of WNT signaling, is altered by mutation and rearrangement in various cancer types.	TRUE	
ENST00000332351	NM_024426.4	ENST00000452863	NM_024426.4	7490	WT1	TRUE			WT1, a transcription factor, is overexpressed in various cancer types including leukemias.	TRUE	
ENST00000360632	NM_001168280.1	ENST00000360632	NM_001168280.1	25937	WWTR1	TRUE			WWTR1, a transcriptional coactivator, is altered by amplification in various cancers.	FALSE	
ENST00000216037	NM_005080.3	ENST00000216037	NM_005080.3	7494	XBP1	TRUE			XBP1, a transcription factor involved in the unfolded protein response, is infrequently altered in a range of human cancers.	FALSE	
ENST00000355640	NM_001167.3	ENST00000355640	NM_001167.3	331	XIAP	TRUE			XIAP encodes a protein that is involved in inhibiting cell death (apoptosis). Germline mutations and overexpression of XIAP are associated with X-linked lymphoproliferative syndrome and resistance to various cancer treatments.	FALSE	
ENST00000401558	NM_003400.3	ENST00000401558	NM_003400.3	7514	XPO1	TRUE			XPO1 encodes a protein that mediates nuclear export of proteins and RNA. It acts as an oncogene in various tumor types by exporting tumor suppressors from the nucleus to the cytoplasm of tumor cells.	FALSE	
ENST00000359321	NM_005431.1	ENST00000359321	NM_005431.1	7516	XRCC2	FALSE			XRCC2 encodes a protein involved in DNA double-strand break repair. Germline mutations of XRCC2 are associated with an increased risk developing of breast cancer.	TRUE	
ENST00000282441	NM_001130145.2	ENST00000282441	NM_001130145.2	10413	YAP1	TRUE			YAP1 is a transcriptional co-activator and downstream effector of the Hippo pathway. High expression of YAP due to gene amplification or epigenetic activation is found in a diverse range of human cancers.	FALSE	
ENST00000314574	NM_005433.3	ENST00000314574	NM_005433.3	7525	YES1	TRUE			YES1 encodes a tyrosine kinase involved in regulation of cell growth and survival, apoptosis, cell-cell adhesion, cytoskeleton remodeling and differentiation. Overexpression of YES1 is found in colorectal, hepatocellular, breast and esophageal cancers and melanomas.	FALSE	
ENST00000262238	NM_003403.4	ENST00000262238	NM_003403.4	7528	YY1	TRUE			YY1, a transcription factor, is rarely altered by chromosomal alteration in mesothelioma.	FALSE	
ENST00000474710	NM_001164342.2	ENST00000474710	NM_001164342.2	26137	ZBTB20	TRUE			ZBTB20, a transcription factor involved in immune regulation and pituitary function, is altered by overexpression in various cancer types. Germline mutations in ZBTB20 are found in patients with Primrose syndrome and other neurodevelopmental disorders.	TRUE	
ENST00000268489	NM_006885.3	ENST00000268489	NM_006885.3	463	ZFHX3	FALSE			ZFHX3, a tumor suppressor and transcription factor, is altered by mutation or deletion in various cancer types, most frequently in endometrial and skin cancers.	TRUE	
ENST00000336440	NM_001244698.1	ENST00000336440	NM_001244698.1	677	ZFP36L1	FALSE			ZFP36L1, an RNA binding protein involved in mediating mRNA decay, is altered by mutation in various cancer types.	TRUE	
